id,title,lyrics,label
35,The Seasons Song,"Winter and spring, summer and fall.
No matter the season, I love them all.
There’s always a reason to wake up and say,
“What a lovely season it is today!”

In the spring I love the flowers.
In the summer I love the sun.
In the fall I love the falling leaves.
They keep falling, one by one.

In the winter I love the flurries of snow.
There’s a magic in the air.
When you open your eyes and look around,
there’s beauty everywhere.

Winter and spring, summer and fall.
No matter the season, I love them all.
There’s always a reason to wake up and say,
“What a lovely season it is today!”

In the spring I love the flowers.
In the summer I love the sun.
In the fall I love the falling leaves.
They keep falling, one by one.

In the winter I love the flurries of snow.
There’s a magic in the air.
When you open your eyes and look around,
there’s beauty everywhere.

Winter and spring, summer and fall.
No matter the season, I love them all.
There’s always a reason to wake up and say,
“What a lovely season it is today!”

What a lovely season it is today!
What a lovely season it is today!
What a lovely season it is today!
What a lovely season it is today!
What a lovely season it is today!
What a lovely season it is today!
What a lovely season it is today!",clean
36,The Creepy Crawly Spider,"The creepy crawly spider climbed up the water spout.
Down came the rain and washed the spider out.
Out came the sun and dried up all the rain.
Then the creepy crawly spider climbed up the spout again.

The creepy crawly spider climbed up the water spout.
Down came the rain and washed the spider out.
Out came the sun and dried up all the rain.
Then the creepy crawly spider climbed up the spout again.

The creepy crawly spider climbed up the water spout.
Down came the rain and washed the spider out.
Out came the sun and dried up all the rain.
Then the creepy crawly spider climbed up the spout again.

Creepy crawly spider.
Creepy crawly spider.
Creepy crawly spider.
Creepy crawly spider.

The creepy crawly spider climbed up the water spout.
Down came the rain and washed the spider out.
Out came the sun and dried up all the rain.
Then the creepy crawly spider climbed up the spout again.

The creepy crawly spider climbed up the water spout.
Down came the rain and washed the spider out.
Out came the sun and dried up all the rain.
Then the creepy crawly spider climbed up the spout again.",clean
37,We’re Going On A Rocket Ship,"Let’s explore the awesome planets,  
We’ll fly in our rocket ship!
Let’s explore the awesome planets,
We’ll have an exciting trip!

CHORUS:
All eight planets travel in orbit
We’ll get to know them, every one!
Solar system, solar system
Planets spin around the Sun

Mercury is the smallest planet, the
Very first one that we see, it’s
Really hot with lots of craters,
Just as dry as it can be

Venus is the second planet
Shining brightly in the sky
Having lots of clouds and gases
Makes it hot and bare and dry

Earth is third, it is our home
There’s oxygen and water here
Everything we need for living
Plus a moon that’s very near

Mars is fourth, the planet that is
Red with rust all o-ver, we
Wanted to explore this world, so 
We sent up the ro-ver

Jupiter is really big, it’s
Made of many ga-ses
It has sixty-seven moons, see
Each one as it pa-sses

Saturn is the next big planet, the
One with all the pretty rings
They’re made up of ice and dust, they’re
Particles of bigger things

Uranus is the seventh planet,
Mostly made of ice and gas, it’s
Really cold, and spinning sideways,
Hit by something in the past

Neptune is the final planet, it’s 
Color is a pretty blue
Having lots of wind and cyclones
Makes it very cold, it’s true",clean
38,I’m Thankful,"I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
The duckies for playing with me
Lambie for making me happy
Bingo for playing fetch with me
I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
Mummy for making me laugh
Mummy for making yummy snacks
For mum for tucking me in at night
I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
Daddy for taking us on trips
Dad for teaching me how to swim
Daddy for playing songs for me
I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
For my sharks for making bath time fun
For my paints for making everything colourful
For my blocks for helping me learn
I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
Seeing the animals on the farm
Fun in the treehouse
Playing at the playground
I'm thankful for my family
I'm thankful for my friends
I'm thankful for the things I have
The thank you's never end",clean
39,This Is The Way We Make Friends,"This is the way we say hello.
Say hello. Say hello.
This is the way we say hello.
Let’s be friends.

This is the way we share our toys.
Share our toys. Share our toys.
This is the way we share our toys.
Let’s be friends.

This is the way we take turns.
Take turns. Take turns.
This is the way we take turns.
Let’s be friends.

This is the way we play a game.
Play a game. Play a game.
This is the way we play a game.
Let’s be friends.

This is the way we sing a song.
Sing a song. Sing a song.
This is the way we sing a song.
Let’s be friends.

This is the way we say goodbye.
Say goodbye. Say goodbye.
This is the way we say goodbye.
Let’s be friends.",clean
40,The Great Christmas Tree Hunt,"We’re on a hunt for the greatest Christmas tree.
We’re on a hunt for the greatest Christmas tree.
We’re going to find the one that’s right for you and me. 
We’re going to find a Christmas tree.

That one is too wide. 
That one is too small. 
That one is too thin. 
That one is too tall.
There are so many.
But which is right for me?
Oh where, oh where is the perfect Christmas tree?

We’re on a hunt for the greatest Christmas tree.
We’re on a hunt for the greatest Christmas tree.
We’re going to find the one that’s right for you and me. 
We’re going to find a Christmas tree.

That one is too round. 
That one is too droopy. 
That one is too square. 
That one is too goofy.
There are so many.
But which is right for me?
Oh where, oh where is the perfect Christmas tree?

Wait a minute! 
Look at that tree over there!
It’s a little lopsided.
Its branches are weak.
It’s got a lumpy trunk.
It’s a funny shade of green.
It might not be the perfect tree, but now I truly see. 
It’s the perfect tree for you and me.

Oh, we have found the greatest Christmas tree. 
Yes, we have found the greatest Christmas tree. 
It isn’t perfect but it’s right for you and me.
Oh, we have found our Christmas tree.
Oh, we have found our Christmas tree.",clean
41,Gingerbread House,"Let's make some gingerbread
Let's make some gingerbread
Let's build a house with white and wheat bread
Let's make some gingerbread
Let's make some gingerbread
Built up the walls, we'll make them so tall
Let's add a door and windows and floors
Look at it now, it's our gingerbread house
Our gingerbread house
Let's make some gingerbread
Let's make some gingerbread
Let's build a house with white and wheat bread
Let's make some gingerbread
Let's make some gingerbread
Add on the roof, at chimney too
Outside to be, a cute Christmas tree
Look at it now, it's our gingerbread house
Our gingerbread house
Let's make some gingerbread
Let's make some gingerbread
Let's build a house with white and wheat bread
Let's make some gingerbread
Let's make some gingerbread
Now decorate the house that we've made
Frosting as snow and candy below
Look at it now, it's our gingerbread house
Our gingerbread house",clean
42,The Ants Go Marching,"The ants go marching one by one
Hoorah! Hoorah!
The ants go marching one by one
Hoorah! Hoorah!
The ants go marching one by one
The little one stops to suck his thumb
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching two by two
Hoorah! Hoorah!
The ants go marching two by two
Hoorah! Hoorah!
The ants go marching two by two
The little one stops to tie his shoe
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching three by three
Hoorah! Hoorah!
The ants go marching three by three
Hoorah! Hoorah!
The ants go marching three by three
The little one stops to climb a tree
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching four by four
Hoorah! Hoorah!
The ants go marching four by four
Hoorah! Hoorah!
The ants go marching four by four
The little one stops to shut the door
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching five by five
Hoorah! Hoorah!
The ants go marching five by five
Hoorah! Hoorah!
The ants go marching five by five
The little one stops to check the skies
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching six by six
Hoorah! Hoorah!
The ants go marching six by six
Hoorah! Hoorah!
The ants go marching six by six
The little one stops to pick up sticks
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching seven by seven
Hoorah! Hoorah!
The ants go marching seven by seven
Hoorah! Hoorah!
The ants go marching seven by seven
The little one stops to eat a lemon
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching eight by eight
Hoorah! Hoorah!
The ants go marching eight by eight
Hoorah! Hoorah!
The ants go marching eight by eight
The little one stops, he's feeling great
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching nine by nine
Hoorah! Hoorah!
The ants go marching nine by nine
Hoorah! Hoorah!
The ants go marching nine by nine
The little one stops to check the time
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom
The ants go marching ten by ten
Hoorah! Hoorah!
The ants go marching ten by ten
Hoorah! Hoorah!
The ants go marching ten by ten
The little one stops to say, ""The end!""
And they all go marching down
To the ground, to get out of the rain
Boom, boom, boom, boom",clean
43,Breakfast Song ,"Everybody wake up in the morning
Everybody's hungry I know
Everybody wake up in the morning
It's breakfast time, let's go!
Breakfast is a-cooking in the kitchen
Something yummy, I know
Breakfast is a-cooking in the kitchen
Cooking on the stove!
Pancakes, bacon and ham
Buttered toast and berry jam
Pancakes, bacon and ham
Buttered toast, berry jam
Breakfast is a-cooking in the kitchen
Something yummy, I know
Breakfast is a-cooking in the kitchen
Cooking on the stove!
Eggs fried sunny-side up
Hard-boiled in a little tea cup!
Eggs fried sunny-side up
Hard-boiled in a cup
Breakfast is a-cooking in the kitchen
Something yummy, I know
Breakfast is a-cooking in the kitchen
Cooking on the stove!
Waffles baked with buttermilk
Yogurt soft and smooth as silk
Waffles baked with buttermilk
Yogurt smooth as silk
Breakfast is a-cooking in the kitchen
Something yummy, I know
Breakfast is a-cooking in the kitchen
Cooking on the stove!
Sausage patties, muffins baked
Yummy fruit salad, coffee cake
Sausage patties, muffins baked
Yummy fruit, coffee cake!
Breakfast is a-cooking in the kitchen
Something yummy, I know
Breakfast is a-cooking in the kitchen
Cooking on the stove!",clean
44,The Clean Up Trash Song,"I've got a bottle, where does it go?
It's made of plastic, where does it go?
I've got a bottle, where does it go?
Let's sort out all the trash
The plastic goes in the plastic bin
The plastic goes in the plastic bin
The plastic goes in the plastic bin
Let's sort out all the trash!
I've got a box, oh, where does it go?
It's made of cardboard, where does it go?
I've got a box, oh, where does it go?
Let's sort out all the trash
The cardboard goes in the cardboard bin
The cardboard goes in the cardboard bin
The cardboard goes in the cardboard bin
Let's sort out all the trash!
I've got a can, oh, where does it go?
It's made of metal, where does it go?
I've got a can, oh, where does it go?
Let's sort out all the trash
The metal goes in the metal bin
The metal goes in the metal bin
The metal goes in the metal bin
Let's sort out all the trash!
I've got a jar, oh, where does it go?
It's made of glass, so where does it go?
I've got a jar, oh, where does it go?
Let's sort out all the trash
The glass things go in the glass bin
The glass things go in the glass bin
The glass things go in the glass bin
Let's sort out all the trash!
I've got an apple core, where does it go?
It's leftover food, so where does it go?
I've got an apple core, where does it go?
Let's sort out all the trash
The food scraps go in the compost bin
The food scraps go in the compost bin
The food scraps go in the compost bin
Let's sort out all the trash
Sorting out trash is good for the Earth
Sorting out trash is good for the Earth
Sorting out trash is good for the Earth
Let's sort out all the trash",clean
